from,to,pais_origen,pais_destino
https://es.wikipedia.org/wiki/Estefan%C3%ADa_Manrique_de_Castilla,https://es.wikipedia.org/wiki/Isabel_de_Castilla_(-1582,colombia,argentina
https://es.wikipedia.org/wiki/Esther_Boggini,https://es.wikipedia.org/wiki/Aparicio_Podest%C3%A1,uruguay,argentina
https://es.wikipedia.org/wiki/Esther_Boggini,https://es.wikipedia.org/wiki/Hebe_Podest%C3%A1,uruguay,argentina
https://es.wikipedia.org/wiki/Esther_Boggini,https://es.wikipedia.org/wiki/Juan_Vicente_Podest%C3%A1,uruguay,argentina
https://es.wikipedia.org/wiki/Esther_Boggini,https://es.wikipedia.org/wiki/Marino_Podest%C3%A1,uruguay,argentina
https://es.wikipedia.org/wiki/Esther_Boggini,https://es.wikipedia.org/wiki/Tot%C3%B3n_Podest%C3%A1,uruguay,argentina
https://es.wikipedia.org/wiki/Eugen_d%27Albert,https://es.wikipedia.org/wiki/Teresa_Carre%C3%B1o,colombia,venezuela
https://es.wikipedia.org/wiki/Felipe_Pardo_y_Aliaga,https://es.wikipedia.org/wiki/Manuel_Pardo_y_Lavalle,argentina,peru
https://es.wikipedia.org/wiki/Felipe_Pardo_y_Barreda,https://es.wikipedia.org/wiki/Manuel_Pardo_y_Lavalle,argentina,peru
https://es.wikipedia.org/wiki/Felipe_de_Vergara_Azc%C3%A1rate,https://es.wikipedia.org/wiki/Francisco_de_Vergara_Azc%C3%A1rate,ecuador,colombia
https://es.wikipedia.org/wiki/Fernando_Botero,https://es.wikipedia.org/wiki/Fernando_Botero_Zea,colombia,mexico
https://es.wikipedia.org/wiki/Fernando_Caycedo,https://es.wikipedia.org/wiki/Luis_Caycedo_y_Fl%C3%B3rez,ecuador,colombia
