from,to,pais_origen,pais_destino
https://es.wikipedia.org/wiki/Elisa_Alicia_Lynch,https://es.wikipedia.org/wiki/Juan_Francisco_L%C3%B3pez,paraguay,argentina
https://es.wikipedia.org/wiki/Elvia_Barrios,https://es.wikipedia.org/wiki/Guillermo_Thornberry,peru,chile
https://es.wikipedia.org/wiki/Elvia_Barrios,https://es.wikipedia.org/wiki/Guillermo_Thornberry_Villar%C3%A1n,peru,chile
https://es.wikipedia.org/wiki/Emiliano_Zurita,https://es.wikipedia.org/wiki/Christian_Bach,mexico,argentina
https://es.wikipedia.org/wiki/Enrique_Barreda_y_Osma,https://es.wikipedia.org/wiki/Felipe_Barreda_y_Laos,peru,argentina
https://es.wikipedia.org/wiki/Enrique_Bolognesi,https://es.wikipedia.org/wiki/Francisco_Bolognesi,peru,chile
https://es.wikipedia.org/wiki/Enrique_Grau_Seminario,https://es.wikipedia.org/wiki/Juan_Manuel_Grau_y_Berr%C3%ADo,peru,chile
https://es.wikipedia.org/wiki/Enrique_Iglesias,https://es.wikipedia.org/wiki/Anna_Kournikova,peru,mexico
https://es.wikipedia.org/wiki/Enrique_L%C3%B3pez_Bustamante,https://es.wikipedia.org/wiki/Eduardo_L%C3%B3pez_Rivas,argentina,venezuela
https://es.wikipedia.org/wiki/Enrique_Montt_Montt,https://es.wikipedia.org/wiki/Rosario_Montt_Goyenechea,chile,argentina
https://es.wikipedia.org/wiki/Enrique_Zileri,https://es.wikipedia.org/wiki/Daphne_Dougall,peru,argentina
https://es.wikipedia.org/wiki/Enrique_de_la_Riva_Ag%C3%BCero,https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,peru,chile
https://es.wikipedia.org/wiki/Enrique_de_la_Riva_Ag%C3%BCero_Riglos,https://es.wikipedia.org/wiki/Jos%C3%A9_de_la_Riva_Ag%C3%BCero_y_Looz_Corswarem,peru,chile
https://es.wikipedia.org/wiki/Ercilia_L%C3%B3pez_de_Blomberg,https://es.wikipedia.org/wiki/H%C3%A9ctor_Pedro_Blomberg,paraguay,argentina
https://es.wikipedia.org/wiki/Ernesto_Arambur%C3%BA_Menchaca,https://es.wikipedia.org/wiki/Andr%C3%A9s_Arambur%C3%BA_Salinas,peru,chile
https://es.wikipedia.org/wiki/Ernesto_Arambur%C3%BA_Menchaca,https://es.wikipedia.org/wiki/Andr%C3%A9s_Avelino_Arambur%C3%BA_Salinas,peru,chile
https://es.wikipedia.org/wiki/Ernesto_Che_Guevara,https://es.wikipedia.org/wiki/Hilda_Gadea,argentina,peru
https://es.wikipedia.org/wiki/Estefan%C3%ADa_Manrique_de_Castilla,https://es.wikipedia.org/wiki/Isabel_de_Castilla_(-1582,colombia,argentina
https://es.wikipedia.org/wiki/Eugen_d%27Albert,https://es.wikipedia.org/wiki/Teresa_Carre%C3%B1o,colombia,venezuela
https://es.wikipedia.org/wiki/Eugenia_Revueltas,https://es.wikipedia.org/wiki/Silvestre_Revueltas,mexico,chile
https://es.wikipedia.org/wiki/Eulogia_Echaurren,https://es.wikipedia.org/wiki/Federico_Err%C3%A1zuriz_Za%C3%B1artu,chile,argentina
https://es.wikipedia.org/wiki/Eulogia_Echaurren_Garc%C3%ADa-Huidobro,https://es.wikipedia.org/wiki/Federico_Err%C3%A1zuriz_Za%C3%B1artu,chile,argentina
